Sample ID,Locality,Notes,Source,SiO2,TiO2,Al2O3,Fe2O3,FeO,Fe2O3t,MnO,MgO,CaO,Na2O,K2O,P2O5,TOT/C,TOT/S,LOI,CO2,H2O,Sum,SrO,BaO,Rb,Cs,Be,Sr,Sr,Ba,Zr,Nb,Hf,Hf,Ta,Sc,V,Cr2O3,Cr,Co,Ni,Cu,Zn,Pb,Pb,Th,U,Ga,Y,La,Ce,Pr,Nd,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Mg#(oxide),(Na+K)/Al,NA2O+K2O,SiO2norm,TiO2norm,Al2O3norm,FeOtnorm,MnOnorm,MgOnorm,CaOnorm,Na2Onorm,K2Onorm,P2O5norm,La chond,Ce chond,Pr chond,Nd chond,Sm chond,Eu chond,Gd chond,Tb chond,Dy chond,Ho chond,Er chond,Tm chond,Yb chond,Lu chond,Th Spider,Nb Spider,Ta Spider,La Spider,Ce Spider,Nd Spider,P Spider,Zr Spider,Hf Spider,Eu Spider,Gd Spider,Ti Spider,Dy Spider,Y Spider,Yb Spider,Lu Spider,87Sr/86Sr,EpsilonSr,85Rb/86Sr,87Sr/86SrN,143Nd/144Nd,143Nd/144NdN,EpsilonNd,208Pb/204Pb (1),207Pb/204Pb (2),206Pb/204Pb (3),176Hf/177Hf
KIA12-JR-5,Jagged Rocks,NW dyke besides plug,2012 Workshop,41.2,3.47,11.13,-,-,13.5,0.2,9.55,11.06,3.53,2.07,1.33,0.06,0.08,2.4,0.24,2.16,99.46,-,-,39.8,0.9,3,1588.1,1663,1044,411.3,98.9,11,10.75,5.4,20,264,0.042,287.364,50.5,187,62,136,9,7.38,11.6,3,20.6,31.4,96.9,204.8,23.71,97.5,95.3,15.04,4.58,12.4,1.61,7.66,1.27,3,0.38,2.26,0.3,44.01,0.74,5.85,43.06,3.63,11.63,12.70,0.21,9.98,11.56,3.69,2.16,1.39,312.6,253.5,194.3442623,162.5,77.12820513,62.31292517,47.87644788,33.96624473,23.78881988,17.44505495,14.28571429,11.72839506,10.81339713,9.316770186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703868,-8.968914,-,0.703868,0.512793,0.512800,3.017919,38.5247,15.5482,18.9045,0.282861
KIA12-JR6,Jagged Rocks,NW dyke,2012 Workshop,41.15,3.35,10.63,-,-,12.41,0.24,9.57,12.19,3.19,0.99,1.32,0.24,0.04,4.3,0.96,3.34,99.47,-,-,28,0.7,1,1528.5,,1024,423.8,97.4,9.3,,5.4,22,235,0.051,348.942,55.5,213,63,144,10,-,11.8,3,18.9,30.7,95.2,188.8,22.37,88,-,15.16,4.72,12.76,1.56,6.91,1.16,2.74,0.36,2.11,0.27,46.15,0.57,4.46,43.87,3.57,11.33,11.91,0.26,10.20,13.00,3.40,1.06,1.41,307.1,233.7,183.3606557,146.7,77.74358974,64.21768707,49.26640927,32.91139241,21.45962733,15.93406593,13.04761905,11.11111111,10.09569378,8.385093168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-RB-1,Round Butte,south side base,2012 Workshop,41.3,3.85,10.13,-,-,13.1,0.17,11.12,10.99,3.7,0.52,1.15,0.04,0.07,3.4,0.16,3.24,99.51,-,-,5.5,3.5,3,1334.4,1398,895,423.8,81.6,10.3,10.85,4.5,22,275,0.049,335.258,58.5,274,98,116,6,5.59,8,2.2,19.1,28.7,80.2,179.8,21.2,86.4,86.7,14.12,4.19,11.04,1.43,6.33,1.07,2.29,0.33,2.36,0.23,48.54,0.59,4.46,43.60,4.06,10.69,12.45,0.18,11.74,11.60,3.91,0.55,1.21,258.7,222.5,173.7704918,144.0,72.41025641,57.00680272,42.62548263,30.16877637,19.65838509,14.6978022,10.9047619,10.18518519,11.29186603,7.142857143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-RB-2,Round Butte,south side base Ol + Px phenos,2012 Workshop,40.77,3.74,9.94,-,-,12.49,0.16,11.8,11.16,3.62,0.36,1.08,0.06,0.15,4.3,0.24,4.06,99.51,-,-,5,4.3,3,1505,1480,846,391,77.4,9.5,10.13,4.8,21,257,0.048,328.416,58.6,249,66,111,4,4.92,7.9,2.2,18.2,27,79.4,170.6,19.76,73.3,82.1,14.5,4.15,11.08,1.42,7.52,1.14,2.52,0.34,1.9,0.22,51.21,0.57,4.24,43.43,3.98,10.59,11.97,0.17,12.57,11.89,3.86,0.38,1.15,256.1,211.1,161.9672131,122.2,74.35897436,56.46258503,42.77992278,29.95780591,23.35403727,15.65934066,12,10.49382716,9.090909091,6.832298137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703645,-12.143364,-,0.703645,0.512757,0.512765,2.321521,38.7411,15.5692,19.1073,0.282826
KIA12-RB-3,Round Butte,dyke,2012 Workshop,41.42,3.56,9.43,-,-,11.51,0.16,7.03,14.63,2.37,1.56,1.05,0.89,0.13,6.7,3.56,3.14,99.54,-,-,13.2,2.2,<1,1569.6,1671,549,376.1,68.9,9.1,9.68,4,21,263,0.052,355.784,50.7,196,77,103,5,5.07,7.5,2.8,17.6,24.8,73.3,153.2,18.53,80.8,78.8,13.58,3.95,10.39,1.27,6.76,1.05,2.38,0.3,1.64,0.21,40.43,0.61,4.29,45.23,3.89,10.30,11.31,0.17,7.68,15.98,2.59,1.70,1.15,236.5,189.6,151.8852459,134.7,69.64102564,53.7414966,40.11583012,26.79324895,20.99378882,14.42307692,11.33333333,9.259259259,7.846889952,6.52173913,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-RB-4,Round Butte,south side,2012 Workshop,41.01,3.59,9.66,-,-,11.48,0.16,7.13,14.78,2.45,1.52,1.05,0.94,0.09,6.7,3.76,2.94,99.58,-,-,13.1,2.2,<1,1252.4,1254,557,388.4,69.3,8.5,9.76,3.5,21,253,0.05,342.1,51.3,179,87,114,18,5.38,7.5,2.1,18.1,26.6,74.2,159.3,18.97,74.7,76.6,13.75,3.96,10.53,1.28,7.28,0.97,2.34,0.29,2.09,0.18,40.83,0.60,4.33,44.73,3.92,10.54,11.27,0.17,7.78,16.12,2.67,1.66,1.15,239.4,197.2,155.4918033,124.5,70.51282051,53.87755102,40.65637066,27.00421941,22.60869565,13.32417582,11.14285714,8.950617284,10,5.590062112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-RB8,Round Butte,-,2012 Workshop,38.07,3.67,9.63,-,-,12.3,0.16,12.83,11.16,3.11,0.2,1.1,0.21,0.43,7,0.84,6.16,99.32,-,-,4.8,3.4,6,2916.2,,921,374.9,71.4,9,,4.8,23,242,0.045,307.89,52.7,255,68,121,7,-,8.1,2.8,18,26.9,78.5,160.4,19.34,76.1,-,14.08,4.04,11.08,1.37,6.52,1.02,2.37,0.31,1.73,0.24,53.68,0.49,3.64,41.84,4.03,10.58,12.16,0.18,14.10,12.26,3.42,0.22,1.21,253.2,198.5,158.5245902,126.8,72.20512821,54.96598639,42.77992278,28.90295359,20.2484472,14.01098901,11.28571429,9.567901235,8.277511962,7.453416149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-RBD-1,Round Butte,dyke  on NW side,2012 Workshop,38.38,3.86,10.25,-,-,11.23,0.15,6.84,16.1,2.91,1.77,1.14,1,0.04,6.8,4,2.8,99.46,-,-,33.1,1.8,2,1941.8,2133,886,410.7,75.7,9.6,10.47,4.4,22,278,0.053,362.626,44.1,138,73,114,7,7.17,8.3,5.4,18.6,27,80.6,172.1,20.42,84.1,88.7,15.14,4.37,11.84,1.39,6.96,1.13,2.68,0.32,1.78,0.23,40.36,0.67,5.11,41.94,4.22,11.20,11.04,0.16,7.47,17.59,3.18,1.93,1.25,260.0,213.0,167.3770492,140.2,77.64102564,59.45578231,45.71428571,29.32489451,21.61490683,15.52197802,12.76190476,9.87654321,8.516746411,7.142857143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703721217,-11.054408,6.06132E-07,0.703691396,0.512766919,0.512774267,2.514821,38.6421,15.5542,19.0455,0.282829
KIA12-SEQ-A,Southeast Quarry,plug,2012 Workshop,41.22,2.68,10.39,-,-,12.14,0.18,13.27,12.77,2.96,0.76,1,0.07,<0.02,2,0.28,1.72,99.52,-,-,13.1,0.7,2,1165.6,1244,1161,239.4,86.6,6,6.07,3.8,25,252,0.079,540.518,57.4,318,126,100,9,7.37,15.1,3.7,16.7,24,103.7,199.3,21.96,75,84.7,11.88,3.56,9.54,1.2,6.12,0.85,2.24,0.24,1.7,0.2,54.84,0.51,3.87,42.87,2.79,10.81,11.36,0.19,13.80,13.28,3.08,0.79,1.04,334.5,246.7,180,125.0,60.92307692,48.43537415,36.83397683,25.3164557,19.00621118,11.67582418,10.66666667,7.407407407,8.133971292,6.211180124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703818,-9.686018,-,0.703818,0.512830,0.512838,3.750405,38.4626,15.5453,18.8608,0.282940
KIA12-SEQ-B,Southeast Quarry,plug,2012 Workshop,41.5,2.56,10.44,-,-,12.02,0.17,13.04,12.59,2.99,0.73,0.99,0.13,<0.02,2.4,0.52,1.88,99.53,-,-,12.2,2.3,2,1185.8,1257,1205,242,84.5,4.5,6.31,4.4,24,250,0.078,533.676,58.1,305,64,101,8,4.72,16,3.9,15.9,24.4,104.9,192.3,21.4,79.2,80.4,12.22,3.43,9.18,1.11,5.61,0.9,2.2,0.29,1.48,0.23,54.66,0.51,3.88,43.31,2.67,10.89,11.29,0.18,13.61,13.14,3.12,0.76,1.03,338.4,238.0,175.4098361,132.0,62.66666667,46.66666667,35.44401544,23.41772152,17.42236025,12.36263736,10.47619048,8.950617284,7.081339713,7.142857143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-SRW-1,Standing Rocks West,dyke NNW side,2012 Workshop,38.47,4.11,11.04,-,-,12.37,0.22,5.79,12.8,3.02,0.86,1.41,0.4,0.11,9.4,1.6,7.8,99.53,-,-,18.8,1.8,3,1329.8,1323,674,490.8,90.4,10.7,12.08,5.4,20,257,0.032,218.944,45.2,143,57,131,13,10.5,11.3,3.8,19.1,35.3,102.3,226.2,26.58,106.6,103.1,18.82,5.08,13.29,1.76,8.38,1.21,3.36,0.41,1.88,0.32,34.21,0.51,4.37,43.30,4.63,12.43,12.53,0.25,6.52,14.41,3.40,0.97,1.59,330.0,280.0,217.8688525,177.7,96.51282051,69.11564626,51.31274131,37.13080169,26.02484472,16.62087912,16,12.65432099,8.995215311,9.937888199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703960752,-7.654337,3.85652E-06,0.703930931,0.512739447,0.512746795,1.978918,38.4935,15.5472,18.7855,0.282807
KIA12-T1,Teshim,west of,2012 Workshop,39.7,4.04,11.44,-,-,14.5,0.2,8.43,11.03,3.48,1.1,1.7,0.03,<0.02,3.7,0.12,3.58,99.39,-,-,12.6,0.5,5,1866,1984,1176,472.2,108.5,11.2,11.3,6.3,19,284,0.024,164.208,48.7,96,60,147,8,7.08,11.1,3.1,22.5,35.7,106.5,236.2,26.77,112.8,111.4,18.4,5.04,14.05,1.8,8.38,1.47,3.34,0.4,2.26,0.31,39.25,0.58,4.86,42.16,4.29,12.15,13.86,0.21,8.95,11.71,3.70,1.17,1.81,343.5,292.3,219.4262295,188.0,94.35897436,68.57142857,54.24710425,37.97468354,26.02484472,20.19230769,15.9047619,12.34567901,10.81339713,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-TP-1A,Twin Peaks,Ol phenos,2012 Workshop,40.98,3.76,10.03,-,-,13.11,0.17,11.81,11.03,3.17,0.67,1.13,<0.02,0.04,3.5,0,3.5,99.48,-,-,7.2,4.6,3,1524.6,1552,906,424.7,81.8,7.8,10.27,4.1,22,275,0.049,335.258,61.7,271,69,120,10,5.64,8.5,2.3,19.7,28.5,80.3,182,21.13,79.2,82.8,14.65,4.22,11.6,1.46,7.07,1.02,2.82,0.34,1.89,0.28,50.02,0.55,4.06,43.34,3.98,10.61,12.48,0.18,12.49,11.67,3.35,0.71,1.20,259.0,225.2,173.1967213,132.0,75.12820513,57.41496599,44.78764479,30.80168776,21.95652174,14.01098901,13.42857143,10.49382716,9.043062201,8.695652174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-TP-1B,Twin Peaks,Ol phenos,2012 Workshop,41.06,3.84,10.02,-,-,12.83,0.17,11.72,11.07,3.18,0.57,1.11,<0.02,0.03,3.9,0,3.9,99.5,-,-,7,4.5,3,1449.8,1495,902,437,79.5,9.4,11.03,5.2,21,293,0.048,328.416,63.4,274,68,121,9,5.84,8.7,2.7,19.5,31.2,85.7,181.2,20.67,77.7,87.5,15.3,4.31,12.79,1.48,7.34,1.06,2.72,0.37,1.97,0.26,50.37,0.53,3.98,43.55,4.07,10.63,12.25,0.18,12.43,11.74,3.37,0.60,1.18,276.5,224.3,169.4262295,129.5,78.46153846,58.63945578,49.38223938,31.22362869,22.79503106,14.56043956,12.95238095,11.41975309,9.425837321,8.074534161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-TP-1C,Twin Peaks,Ol phenos,2012 Workshop,40.97,3.8,9.97,-,-,13.16,0.17,11.73,10.95,3.13,0.64,1.13,<0.02,0.03,3.8,0,3.8,99.5,-,-,6.9,4.2,1,1449.3,1480,882,422.4,77.9,10.2,10.19,4.7,22,285,0.051,348.942,59.8,278,68,121,8,5.69,8.7,2.5,17.5,28.6,84.8,176.2,20.25,83.8,84.8,15.04,4.22,12.45,1.42,7.27,1.13,2.81,0.35,1.74,0.25,49.76,0.54,4.00,43.43,4.03,10.57,12.56,0.18,12.43,11.61,3.32,0.68,1.20,273.5,218.1,165.9836066,139.7,77.12820513,57.41496599,48.06949807,29.95780591,22.57763975,15.52197802,13.38095238,10.80246914,8.325358852,7.763975155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-TP-1D,Twin Peaks,Ol phenos,2012 Workshop,40.8,3.79,9.99,-,-,13.13,0.17,11.89,11.09,3.12,0.61,1.13,<0.02,0.04,3.7,0,3.7,99.49,-,-,7,5.3,2,1423.1,1444,911,425,79.9,9,10.59,4.4,22,280,0.053,362.626,60.3,290,69,122,9,5.46,8.5,2.4,19.7,30,82.4,176.7,20.15,78.2,83.7,15.05,4.38,12.41,1.38,7.29,1.19,2.74,0.33,1.98,0.25,50.15,0.53,3.95,43.22,4.01,10.58,12.52,0.18,12.59,11.75,3.30,0.65,1.20,265.8,218.7,165.1639344,130.3,77.17948718,59.59183673,47.91505792,29.11392405,22.63975155,16.34615385,13.04761905,10.18518519,9.473684211,7.763975155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-TP-1E,Twin Peaks,Ol phenos,2012 Workshop,40.96,3.76,9.97,-,-,13.02,0.17,11.97,10.94,3.09,0.69,1.09,0.02,0.03,3.8,0.08,3.72,99.5,-,-,7.5,5,4,1429.7,1412,927,431.8,79.1,10,10.03,5.2,22,289,0.051,348.942,62.7,285,68,118,8,5.55,8.8,2.5,20,29.9,85,180.8,20.65,82.4,83.8,14.24,4.5,11.74,1.42,7.99,1.25,2.4,0.33,1.73,0.24,50.53,0.54,4.01,43.41,3.98,10.57,12.42,0.18,12.69,11.59,3.27,0.73,1.16,274.2,223.8,169.2622951,137.3,73.02564103,61.2244898,45.32818533,29.95780591,24.8136646,17.17032967,11.42857143,10.18518519,8.277511962,7.453416149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703666,-11.842441,-,0.703666,0.512761,0.512769,2.403645,38.7514,15.5663,19.1537,0.282828
KIA12-TP-1F,Twin Peaks,Ol phenos,2012 Workshop,41.05,3.88,10.07,-,-,13.29,0.17,11.47,11.26,3.34,0.67,1.13,<0.02,0.03,3.1,0,3.1,99.48,-,-,6.9,5.2,2,1466.2,1510,1042,430.6,80.2,9.8,10.56,4.6,22,288,0.051,348.942,59.7,283,68,121,8,5.48,8.7,2.6,17.3,30.4,80.7,178.4,20.39,79.9,84.4,14.2,4.16,11.74,1.38,7.3,1.12,2.59,0.32,1.8,0.24,48.95,0.57,4.22,43.21,4.08,10.60,12.59,0.18,12.07,11.85,3.52,0.71,1.19,260.3,220.8,167.1311475,133.2,72.82051282,56.59863946,45.32818533,29.11392405,22.67080745,15.38461538,12.33333333,9.87654321,8.612440191,7.453416149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mb-3,Morale Claim,Monchiquite. Dike?,Suda et al. (1982),40.61,4.17,10.65,5.82,7.91,14.6090383,0.191,8.98,11.8,3.6,1.21,1.6,-,,3.18,3.18,0,100.79,0.091,-,47.1,-,-,-,-,1061,-,-,11.1,-,1.93,20.19,-,-,212.2,52.4,3722,-,-,-,-,12.01,-,-,-,117.14,213.59,-,211.4,-,20.88,5.74,-,2.28,-,-,-,0.81,n.d.,0.32,40.58,0.65,5.01,42.32,4.35,11.10,13.70,0.20,9.36,12.30,3.75,1.26,1.67,377.9,264.3,0,352.3,107.0769231,78.0952381,0,48.10126582,0,0,0,25,0,9.937888199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM-13,Morale Claim,Limburgite Tuff Breccia. Extrusive,Suda et al. (1982),40.08,2.7,9.35,6.02,4.35,10.8534155,0.368,4.34,17.7,2.27,1.59,1.18,-,-,9.7,9.09,0.61,101,-,-,-,-,-,-,-,0.095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.76,0.61,4.32,44.86,3.02,10.46,10.93,0.41,4.86,19.81,2.54,1.78,1.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM-19,Morale Claim,Scoriaceous Tuff. Extrusive,Suda et al. (1982),37.97,2.59,10.85,11.53,1.25,12.9189125,0.081,2.87,5.9,1.08,2.52,1.25,-,-,13.82,0.91,12.91,100.62,-,-,-,-,-,-,-,0.157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.80,0.50,4.69,49.48,3.38,14.14,15.15,0.11,3.74,7.69,1.41,3.28,1.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NL-TP-1-12,Twin Peaks,-,2012 Workshop,40.77,3.88,10.15,-,-,13.2,0.17,11.64,11.09,2.88,0.92,1.13,<0.02,0.03,3.6,0,3.6,99.51,-,-,10.7,0.6,2,1378.4,1427,868,438.3,82.3,10.6,10.67,4.7,22,291,0.051,348.942,60.3,287,69,122,6,6.42,8.4,2.3,19.3,29.5,81.3,184.3,21.41,89.3,85.7,14.79,4.41,11.5,1.41,7,1.11,2.78,0.33,1.84,0.24,49.49,0.54,4.02,43.14,4.11,10.74,12.57,0.18,12.32,11.73,3.05,0.97,1.20,262.3,228.1,175.4918033,148.8,75.84615385,60,44.4015444,29.74683544,21.73913043,15.24725275,13.23809524,10.18518519,8.803827751,7.453416149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OLPX-186,Woodchop,Martinez,Vazquez (1998),42.29,4.3,11.5,-,12.28,13.6446764,0.18,8.66,11.48,4.52,0.42,1.26,-,-,3.97,-,-,100.86,-,-,13.3,1.97,-,1400,-,1000,456,97.84,10.45,-,5.86,24,-,-,211,-,163,39,131,6.03,-,8.96,2.69,23,34.93,93.4,182.89,21.07,84.8,-,17.02,4.96,12.41,1.74,8.17,1.35,2.99,0.37,1.89,0.27,41.36,0.61,5.10,43.65,4.44,11.87,12.67,0.19,8.94,11.85,4.67,0.43,1.30,301.3,226.3,172.704918,141.3,87.28205128,67.4829932,47.91505792,36.70886076,25.37267081,18.54395604,14.23809524,11.41975309,9.043062201,8.385093168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OSJH3,Open Sky,lava?,Hooten (1999),43.27,4.346940853,12.6,-,11.82,13.1335566,0.19,8.48,10.24,3.57,2.52,1.27,-,-,1.76,-,-,100.0669409,-,-,49,0.76,-,1412,-,1032,440,106.22,10.81,-,6.75,16,268,-,146,-,111,49,143,5.75,-,10.52,2.7,25,36.1,87.02,167.46,19.89,82.53,-,17.07,5.05,12.73,1.73,8.74,1.43,3.25,0.4,2.21,0.31,41.77,0.71,6.19,44.02,4.42,12.82,12.02,0.19,8.63,10.42,3.63,2.56,1.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RBJH2,Round Butte,lava?,Hooten (1999),41.38,4.081003289,10.43,-,12.17,13.5224521,0.19,11.06,11.92,3.57,0.99,1.6,-,-,2.75,-,-,100.1410033,-,-,21,0.6,-,1764,-,959,531,111.65,12.56,-,6.72,15,259,-,274,-,228,73,133,7.49,-,12.92,3.47,22,40.44,11.5.15,220.27,26.06,106.16,-,21.05,6.15,15.11,2,9.94,1.62,3.56,0.43,2.19,31,47.61,0.63,4.68,42.49,4.19,10.71,12.50,0.20,11.36,12.24,3.67,1.02,1.64,371.5,272.6,213.6065574,176.9,107.9487179,83.67346939,58.33976834,42.19409283,30.86956522,22.25274725,16.95238095,13.27160494,10.4784689,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SR-08-10,Standing Rocks East,dike,Nathalie PhD,36.2,4.13,9.91,-,-,11.91,0.26,7.43,16.17,2.77,1.22,1.46,1.2,0.1,7.7,4.8,2.9,99.23,-,-,28.1,0.7,<1,2554.9,-,1270,483.8,97.6,11.4,-,5.3,19,264,0.033,225.786,55.6,193,50,129,<1,-,10.7,4.3,20.1,34.9,102.6,216.4,25.74,101.4,-,17.62,5.09,13.45,1.8,8.33,1.39,3.13,0.39,2.36,0.3,40.94,0.58,4.42,40.10,4.58,10.98,11.87,0.29,8.23,17.91,3.07,1.35,1.62,331.0,267.8,210.9836066,169.0,90.35897436,69.25170068,51.93050193,37.97468354,25.86956522,19.09340659,14.9047619,12.03703704,11.29186603,9.316770186,127.3809524,136.8863955,129.2682927,144.9152542,118.0578287,74.23133236,70.01919341,43.19642857,36.89320388,30.29761905,22.60504202,19.34350031,11.30257802,7.67032967,4.916666667,4.054054054,-,-,-,-,-,-,-,-,-,-,-
SR-08-13,Standing Rocks East,dike,Nathalie PhD,38.28,4.22,10.14,-,-,13.63,0.27,10.8,11.7,2.74,0.72,1.51,0.16,0.1,5.2,0.64,4.56,99.32,-,-,19.8,0.5,3,1644.7,-,1006,503,94.8,11.6,-,5.7,20,257,0.033,225.786,55.8,196,50,141,<1,-,10.5,3.3,19.7,34.4,105.3,222.8,26.29,101.1,-,18.15,5.11,13.36,1.86,8.62,1.46,3.14,0.41,2.17,0.31,46.82,0.49,3.73,41.32,4.55,10.94,13.24,0.29,11.66,12.63,2.96,0.78,1.63,339.7,275.7,215.4918033,168.5,93.07692308,69.52380952,51.58301158,39.24050633,26.77018634,20.05494505,14.95238095,12.65432099,10.38277512,9.627329193,125,132.9593268,139.0243902,148.7288136,121.5493726,74.01171303,72.41711099,44.91071429,37.54045307,30.41666667,22.45378151,19.76502938,11.69606513,7.56043956,4.520833333,4.189189189,-,-,-,-,-,-,-,-,-,-,-
SR-08-17,Standing Rocks East,dike,Nathalie PhD,38.52,4.18,10.23,-,-,13.47,0.18,6.89,13.99,4.37,1.04,1.46,0.84,0.07,5,3.36,1.64,99.34,-,-,10.9,9.4,2,1961.1,-,1053,460.9,90.3,11,-,5.7,19,245,0.032,218.944,52.2,187,58,138,<1,-,9.9,3.3,20.1,36,104.9,224.3,26.05,114.1,-,18.22,5.16,13.3,1.81,8.21,1.41,3.14,0.44,2.14,0.32,36.24,0.76,5.82,41.43,4.50,11.00,13.04,0.19,7.41,15.05,4.70,1.12,1.57,338.4,277.6,213.5245902,190.2,93.43589744,70.20408163,51.35135135,38.18565401,25.49689441,19.36813187,14.95238095,13.58024691,10.23923445,9.937888199,117.8571429,126.6479663,139.0243902,148.1638418,122.3677032,83.52855051,70.01919341,41.15178571,35.5987055,30.71428571,22.35294118,19.57768313,11.13975577,7.912087912,4.458333333,4.324324324,-,-,-,-,-,-,-,-,-,-,-
SR-08-18,Standing Rocks East,dike,Nathalie PhD,44.01,4.58,11.59,-,-,9.66,0.17,5.97,12.01,4.67,0.55,1.65,0.03,<0.02,4.4,0.12,4.28,99.33,-,-,10.9,23.4,2,1968.3,-,1095,537.7,97.4,11.6,-,6.2,21,267,0.035,239.47,36.6,59,22,158,<1,-,12,3.4,20.8,39.7,114.8,244,28.97,112.6,-,20.46,5.6,15.39,2,9.17,1.53,3.89,0.48,2.62,0.34,40.71,0.64,5.56,46.87,4.88,12.34,9.26,0.18,6.36,12.79,4.97,0.59,1.76,370.3,302.0,237.4590164,187.7,104.9230769,76.19047619,59.42084942,42.19409283,28.47826087,21.01648352,18.52380952,14.81481481,12.53588517,10.55900621,142.8571429,136.6058906,151.2195122,162.1468927,133.1151118,82.43045388,79.13128022,48.00892857,37.54045307,33.33333333,25.86554622,21.45114563,12.44233379,8.725274725,5.458333333,4.594594595,-,-,-,-,-,-,-,-,-,-,-
SR-08-4,Standing Rocks East,dike,Nathalie PhD,37.36,4.22,10.63,-,-,10.94,0.18,5.55,15.81,4.29,0.72,1.55,1.23,0.06,8.1,4.92,3.18,99.37,-,-,13,7.5,2,1670.7,-,1118,490.2,95,11.3,-,5.6,19,270,0.033,225.786,65.4,273,49,141,<1,-,10.9,21.3,21.5,35.8,106.3,222.3,26.22,100.7,-,18.69,5.11,13.85,1.83,8.21,1.38,3.07,0.41,2.06,0.33,36.05,0.67,5.56,41.44,4.68,11.79,10.92,0.20,6.16,17.54,4.76,0.80,1.72,342.9,275.1,214.9180328,167.8,95.84615385,69.52380952,53.47490347,38.60759494,25.49689441,18.95604396,14.61904762,12.65432099,9.85645933,10.2484472,129.7619048,133.2398317,136.5853659,150.1412429,121.2765957,73.71888726,74.33544505,43.76785714,36.56957929,30.41666667,23.27731092,19.76502938,11.13975577,7.868131868,4.291666667,4.459459459,-,-,-,-,-,-,-,-,-,-,-
T1,Teshim,-,Alibert et al. (1986),41.66,3.74,12.43,13.57,-,13.57,0.23,7.28,10.32,3.87,1.72,1.35,-,-,4.16,-,-,100.33,-,-,-,-,-,-,-,1202,-,-,-,-,-,-,289,-,190,-,104,-,-,-,-,-,-,-,46.2,155,299,-,132,-,22.8,6.03,16.4,-,9.34,-,3.7,-,2.59,0.38,37.35,0.65,5.90,43.94,3.94,13.11,12.88,0.24,7.68,10.88,4.08,1.81,1.42,500.0,370.0,0,220.0,116.9230769,82.04081633,63.32046332,0,29.00621118,0,17.61904762,0,12.3923445,11.80124224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.704277,-3.165366,-,-,0.512784,-,2.848014,38.8100,15.6330,19.0030,-
